Date,Values
2017-12-24,4540.0
2017-12-25,4447.75
2017-12-26,5419.75
2017-12-27,5684.0
2017-12-28,5419.5
2017-12-29,4924.25
2017-12-30,4240.75
2017-12-31,4268.5
2018-01-01,5370.5
2018-01-02,5129.75
2018-01-03,5304.25
2018-01-04,5154.5
2018-01-05,4637.5
2018-01-06,4671.75
2018-01-07,5494.5
2018-01-08,5522.25
2018-01-09,5527.5
2018-01-10,5555.25
2018-01-11,5539.5
2018-01-12,5551.75
2018-01-13,5540.5
2018-01-14,5506.75
2018-01-15,5380.0
2018-01-16,5465.0
2018-01-17,5504.25
2018-01-18,5534.75
2018-01-19,5464.0
2018-01-20,5525.25
2018-01-21,5512.75
2018-01-22,5477.25
2018-01-23,5321.0
2018-01-24,5168.0
2018-01-25,5420.25
2018-01-26,5328.25
2018-01-27,4356.25
2018-01-28,4930.75
2018-01-29,5429.5
2018-01-30,5453.5
2018-01-31,5729.0
2018-02-01,5820.75
2018-02-02,5819.25
2018-02-03,5855.0
2018-02-04,5831.25
2018-02-05,5790.75
2018-02-06,5748.25
2018-02-07,5810.0
2018-02-08,5805.5
2018-02-09,5807.25
2018-02-10,5579.75
2018-02-11,5761.5
2018-02-12,5758.0
2018-02-13,5677.25
2018-02-14,5697.5
2018-02-15,5749.0
2018-02-16,5795.5
2018-02-17,5787.5
2018-02-18,5813.25
2018-02-19,5812.75
2018-02-20,5789.5
2018-02-21,5796.75
2018-02-22,5810.0
2018-02-23,5660.5
2018-02-24,5727.0
2018-02-25,5735.25
2018-02-26,5840.75
2018-02-27,5791.5
2018-02-28,5571.25
2018-03-01,5577.0
2018-03-02,5529.0
2018-03-03,5460.25
2018-03-04,5374.0
2018-03-05,5390.25
2018-03-06,5380.5
2018-03-07,5368.5
